case_id,snapshot_index,as_of_time,as_of_hour,as_of_day_of_week,n_hops_observed,time_since_last_hop_hours,elapsed_hours_since_first_tx,hop_velocity,terminal_readiness,n_split_events,n_unique_banks_seen,dormant_account_ratio,avg_account_age_days,min_account_age_days,last_hop_amount,amount_trend,stolen_amount,urban,victim_lat,victim_lon,is_final_snapshot,label_true_channel,label_true_location_id,label_true_lat,label_true_lon,label_is_noisy_case,label_time_to_cashout_hours
3d95b356-9846-4651-b58f-f8dcdc3e4f79,4,2026-02-05T17:53:54.109443,17,3,4,0.052,0.898,4.4525,0.7951308730020203,3,3,0.5,1180.5,1081,17628.41,-13318.89,30947.3,1,9.575140965827321,83.71052151751404,0,ATM,ATM_25376,10.265823,79.732433,0,0.466
3d95b356-9846-4651-b58f-f8dcdc3e4f79,5,2026-02-05T17:53:54.109443,17,3,4,0.0,0.898,4.4525,0.7951308730020203,4,3,0.5,1180.5,1081,6575.77,-24371.53,30947.3,1,9.575140965827321,83.71052151751404,0,ATM,ATM_25376,10.265823,79.732433,0,0.466
3d95b356-9846-4651-b58f-f8dcdc3e4f79,6,2026-02-05T17:54:34.107895,17,3,5,0.011,0.909,5.4977,1.0,4,3,0.6,947.2,14,21404.76,-9542.54,30947.3,1,9.575140965827321,83.71052151751404,1,ATM,ATM_25376,10.265823,79.732433,0,0.455
65a47ade-4864-42ef-96f9-e3b1fbedbb4f,0,2026-10-23T15:00:00,15,4,1,0.0,0.05,20.0,0.4245459126913568,0,1,0.0,111.0,111,36941.85,0.0,36941.85,1,22.467051317619415,86.11812920225181,0,ATM,SBIN0007609,20.926407,71.509971,1,0.25
65a47ade-4864-42ef-96f9-e3b1fbedbb4f,1,2026-10-23T15:02:41.079327,15,4,2,0.045,0.05,40.0,0.8236008164152987,0,1,0.0,468.0,111,36941.85,0.0,36941.85,1,22.467051317619415,86.11812920225181,0,ATM,SBIN0007609,20.926407,71.509971,1,0.205
65a47ade-4864-42ef-96f9-e3b1fbedbb4f,2,2026-10-23T15:11:54.382310,15,4,3,0.154,0.198,15.118,1.0,0,2,0.333,313.0,3,32454.57,-4487.28,36941.85,1,22.467051317619415,86.11812920225181,1,ATM,SBIN0007609,20.926407,71.509971,1,0.052
c482c782-57e8-4241-a211-ef3423af8799,0,2026-02-20T01:00:00,1,4,1,0.0,0.05,20.0,0.3829188041494305,0,1,1.0,485.0,485,42531.4,0.0,42531.4,1,24.16044489463405,85.69547027949396,0,ATM,ATM_38442,23.990668,85.699532,0,1.407
c482c782-57e8-4241-a211-ef3423af8799,1,2026-02-20T01:59:27.782494,1,4,2,0.991,0.991,2.0181,0.7875859161949224,1,2,0.5,244.5,4,28197.34,-14334.06,42531.4,1,24.16044489463405,85.69547027949396,0,ATM,ATM_38442,23.990668,85.699532,0,0.416
c482c782-57e8-4241-a211-ef3423af8799,2,2026-02-20T01:59:27.782494,1,4,2,0.0,0.991,2.0181,0.7875859161949224,2,2,0.5,244.5,4,14334.06,-28197.34,42531.4,1,24.16044489463405,85.69547027949396,1,ATM,ATM_38442,23.990668,85.699532,0,0.416
ddba3c7d-5917-4d33-aa35-753e435c7f5b,0,2026-08-05T22:00:00,22,2,1,0.0,0.05,20.0,0.24404432673870663,0,1,1.0,389.0,389,49561.33,0.0,49561.33,1,23.681412038971388,79.2801338774263,0,Other,ATM_1364,23.487645,79.785599,0,3.657
ddba3c7d-5917-4d33-aa35-753e435c7f5b,1,2026-08-05T22:55:10.515193,22,2,2,0.92,0.92,2.1749,0.4141974532451474,1,2,1.0,750.0,389,1111.02,-48450.31,49561.33,1,23.681412038971388,79.2801338774263,0,Other,ATM_1364,23.487645,79.785599,0,2.738
ddba3c7d-5917-4d33-aa35-753e435c7f5b,2,2026-08-05T22:55:10.515193,22,2,2,0.0,0.92,2.1749,0.4141974532451474,2,2,1.0,750.0,389,27801.59,-21759.74,49561.33,1,23.681412038971388,79.2801338774263,0,Other,ATM_1364,23.487645,79.785599,0,2.738
ddba3c7d-5917-4d33-aa35-753e435c7f5b,3,2026-08-05T22:55:10.515193,22,2,2,0.0,0.92,2.1749,0.4141974532451474,3,2,1.0,750.0,389,20648.72,-28912.61,49561.33,1,23.681412038971388,79.2801338774263,0,Other,ATM_1364,23.487645,79.785599,0,2.738
ddba3c7d-5917-4d33-aa35-753e435c7f5b,4,2026-08-05T23:38:16.151191,23,2,3,0.718,1.638,1.8317,0.6705931056477448,3,3,1.0,607.67,323,45865.42,-3695.91,49561.33,1,23.681412038971388,79.2801338774263,0,Other,ATM_1364,23.487645,79.785599,0,2.02
ddba3c7d-5917-4d33-aa35-753e435c7f5b,5,2026-08-06T00:59:56.356132,0,3,4,1.361,2.999,1.3338,0.9846111228175102,4,4,0.75,458.5,11,7452.0,-42109.33,49561.33,1,23.681412038971388,79.2801338774263,0,Other,ATM_1364,23.487645,79.785599,0,0.659
ddba3c7d-5917-4d33-aa35-753e435c7f5b,6,2026-08-06T00:59:56.356132,0,3,4,0.0,2.999,1.3338,0.9846111228175102,5,4,0.75,458.5,11,32005.02,-17556.31,49561.33,1,23.681412038971388,79.2801338774263,1,Other,ATM_1364,23.487645,79.785599,0,0.659
8919bc5e-6987-407a-80a1-0b3d8021d6e6,0,2026-10-17T16:00:00,16,5,1,0.0,0.05,20.0,0.36072125751461426,0,1,1.0,544.0,544,47638.31,0.0,47638.31,1,9.63966810989751,82.51797063156036,0,ATM,ATM_25376,10.265823,79.732433,0,0.624
8919bc5e-6987-407a-80a1-0b3d8021d6e6,1,2026-10-17T16:17:55.794543,16,5,2,0.299,0.299,6.6927,0.4207570939895449,1,2,0.5,596.0,544,2120.11,-45518.2,47638.31,1,9.63966810989751,82.51797063156036,0,ATM,ATM_25376,10.265823,79.732433,0,0.326
8919bc5e-6987-407a-80a1-0b3d8021d6e6,2,2026-10-17T16:17:55.794543,16,5,2,0.0,0.299,6.6927,0.4207570939895449,2,2,0.5,596.0,544,45518.2,-2120.11,47638.31,1,9.63966810989751,82.51797063156036,0,ATM,ATM_25376,10.265823,79.732433,0,0.326
8919bc5e-6987-407a-80a1-0b3d8021d6e6,3,2026-10-17T16:20:49.373141,16,5,3,0.048,0.347,8.6443,0.7046961816317783,2,3,0.667,743.0,544,41016.07,-6622.24,47638.31,1,9.63966810989751,82.51797063156036,0,ATM,ATM_25376,10.265823,79.732433,0,0.277
8919bc5e-6987-407a-80a1-0b3d8021d6e6,4,2026-10-17T16:20:51.573875,16,5,4,0.001,0.348,11.5055,0.8759469255147094,2,3,0.75,558.5,5,40273.29,-7365.02,47638.31,1,9.63966810989751,82.51797063156036,1,ATM,ATM_25376,10.265823,79.732433,0,0.277
53ee1263-d142-4b4f-9a91-fc5081400760,0,2026-06-03T21:00:00,21,2,1,0.0,0.05,20.0,0.5109477163792967,0,1,1.0,703.0,703,38627.0,0.0,38627.0,0,8.156462143043159,85.07366616184738,0,UPI,ATM_36256,23.816318,78.250754,1,0.25
53ee1263-d142-4b4f-9a91-fc5081400760,1,2026-06-03T21:11:16.684334,21,2,2,0.188,0.188,10.6401,0.6250625050029825,1,2,1.0,852.0,703,25809.19,-12817.81,38627.0,0,8.156462143043159,85.07366616184738,0,UPI,ATM_36256,23.816318,78.250754,1,0.062
53ee1263-d142-4b4f-9a91-fc5081400760,2,2026-06-03T21:11:16.684334,21,2,2,0.0,0.188,10.6401,0.6250625050029825,2,2,1.0,852.0,703,9473.91,-29153.09,38627.0,0,8.156462143043159,85.07366616184738,0,UPI,ATM_36256,23.816318,78.250754,1,0.062
53ee1263-d142-4b4f-9a91-fc5081400760,3,2026-06-03T21:11:16.684334,21,2,2,0.0,0.188,10.6401,0.6250625050029825,3,2,1.0,852.0,703,3343.9,-35283.1,38627.0,0,8.156462143043159,85.07366616184738,0,UPI,ATM_36256,23.816318,78.250754,1,0.062
53ee1263-d142-4b4f-9a91-fc5081400760,4,2026-06-03T21:11:50.779405,21,2,3,0.009,0.197,15.1946,0.6399896380790505,3,3,1.0,568.33,1,37638.23,-988.77,38627.0,0,8.156462143043159,85.07366616184738,1,UPI,ATM_36256,23.816318,78.250754,1,0.053
4e377a6a-e6f0-4c98-a026-74e55997963b,0,2026-01-05T03:00:00,3,0,1,0.0,0.05,20.0,0.29314381944456863,0,1,1.0,86.0,86,106048.79,0.0,106048.79,0,19.033608422527827,78.84299070369087,0,Agent,ATM_38175,30.056967,79.028498,1,2.713
4e377a6a-e6f0-4c98-a026-74e55997963b,1,2026-01-05T03:08:47.865870,3,0,2,0.147,0.147,13.6398,0.06917869621043757,0,2,0.5,258.5,86,106048.79,0.0,106048.79,0,19.033608422527827,78.84299070369087,0,Agent,ATM_38175,30.056967,79.028498,1,2.566
4e377a6a-e6f0-4c98-a026-74e55997963b,2,2026-01-05T03:29:04.729656,3,0,3,0.338,0.485,6.1901,0.602060095733056,0,3,0.333,596.33,86,99047.72,-7001.07,106048.79,0,19.033608422527827,78.84299070369087,0,Agent,ATM_38175,30.056967,79.028498,1,2.228
4e377a6a-e6f0-4c98-a026-74e55997963b,3,2026-01-05T04:19:35.634878,4,0,4,0.842,1.327,3.0153,0.8742593894730915,1,3,0.25,538.0,86,59354.56,-46694.23,106048.79,0,19.033608422527827,78.84299070369087,0,Agent,ATM_38175,30.056967,79.028498,1,1.386
4e377a6a-e6f0-4c98-a026-74e55997963b,4,2026-01-05T04:19:35.634878,4,0,4,0.0,1.327,3.0153,0.8742593894730915,2,3,0.25,538.0,86,6949.56,-99099.23,106048.79,0,19.033608422527827,78.84299070369087,0,Agent,ATM_38175,30.056967,79.028498,1,1.386
4e377a6a-e6f0-4c98-a026-74e55997963b,5,2026-01-05T04:19:35.634878,4,0,4,0.0,1.327,3.0153,0.8742593894730915,3,3,0.25,538.0,86,32390.08,-73658.71,106048.79,0,19.033608422527827,78.84299070369087,0,Agent,ATM_38175,30.056967,79.028498,1,1.386
4e377a6a-e6f0-4c98-a026-74e55997963b,6,2026-01-05T04:33:02.162127,4,0,5,0.224,1.551,3.2246,0.6861975727239134,3,3,0.2,704.8,86,95472.63,-10576.16,106048.79,0,19.033608422527827,78.84299070369087,0,Agent,ATM_38175,30.056967,79.028498,1,1.162
4e377a6a-e6f0-4c98-a026-74e55997963b,7,2026-01-05T04:38:14.170251,4,0,6,0.087,1.637,3.6646,0.9154597498492388,3,4,0.167,588.5,7,92427.64,-13621.15,106048.79,0,19.033608422527827,78.84299070369087,1,Agent,ATM_38175,30.056967,79.028498,1,1.076
2b3668da-322f-4e75-8f65-ed9547cedc90,0,2026-04-27T07:00:00,7,0,1,0.0,0.05,20.0,0.1889753704002498,0,1,0.0,679.0,679,49366.97,0.0,49366.97,1,14.103817346772011,84.72552798644578,0,ATM,ATM_42040,23.092706,75.621488,1,0.25
2b3668da-322f-4e75-8f65-ed9547cedc90,1,2026-04-27T07:01:02.507496,7,0,2,0.017,0.05,40.0,0.508762779004087,1,2,0.5,522.5,366,29317.57,-20049.4,49366.97,1,14.103817346772011,84.72552798644578,0,ATM,ATM_42040,23.092706,75.621488,1,0.233
2b3668da-322f-4e75-8f65-ed9547cedc90,2,2026-04-27T07:01:02.507496,7,0,2,0.0,0.05,40.0,0.508762779004087,2,2,0.5,522.5,366,16963.67,-32403.3,49366.97,1,14.103817346772011,84.72552798644578,0,ATM,ATM_42040,23.092706,75.621488,1,0.233
2b3668da-322f-4e75-8f65-ed9547cedc90,3,2026-04-27T07:01:02.507496,7,0,2,0.0,0.05,40.0,0.508762779004087,3,2,0.5,522.5,366,3085.72,-46281.25,49366.97,1,14.103817346772011,84.72552798644578,0,ATM,ATM_42040,23.092706,75.621488,1,0.233
2b3668da-322f-4e75-8f65-ed9547cedc90,4,2026-04-27T07:02:52.519689,7,0,3,0.031,0.05,60.0,0.7555664790740294,3,2,0.667,562.67,366,44521.75,-4845.22,49366.97,1,14.103817346772011,84.72552798644578,0,ATM,ATM_42040,23.092706,75.621488,1,0.202
2b3668da-322f-4e75-8f65-ed9547cedc90,5,2026-04-27T07:08:29.740053,7,0,4,0.094,0.142,28.2497,0.4077836748553666,3,3,0.5,444.75,91,41694.09,-7672.88,49366.97,1,14.103817346772011,84.72552798644578,0,ATM,ATM_42040,23.092706,75.621488,1,0.108
2b3668da-322f-4e75-8f65-ed9547cedc90,6,2026-04-27T07:12:02.130181,7,0,5,0.059,0.201,24.9263,0.969823418013472,3,4,0.4,650.6,91,40483.99,-8882.98,49366.97,1,14.103817346772011,84.72552798644578,0,ATM,ATM_42040,23.092706,75.621488,1,0.049
2b3668da-322f-4e75-8f65-ed9547cedc90,7,2026-04-27T07:12:11.828575,7,0,6,0.003,0.203,29.5151,1.0,3,5,0.5,544.67,15,34836.31,-14530.66,49366.97,1,14.103817346772011,84.72552798644578,1,ATM,ATM_42040,23.092706,75.621488,1,0.047
89694f42-4c6d-40d4-a1fe-b97d285d756d,0,2026-06-17T12:00:00,12,2,1,0.0,0.05,20.0,0.33744220209170417,0,1,0.0,357.0,357,177485.42,0.0,177485.42,0,18.142450080705384,82.67028646569167,0,Agent,ATM_33324,18.208361,83.928942,0,9.875
89694f42-4c6d-40d4-a1fe-b97d285d756d,1,2026-06-17T17:59:59.608453,17,2,2,6.0,6.0,0.3333,0.5899460189525243,0,1,0.0,740.0,357,177485.42,0.0,177485.42,0,18.142450080705384,82.67028646569167,0,Agent,ATM_33324,18.208361,83.928942,0,3.875
89694f42-4c6d-40d4-a1fe-b97d285d756d,2,2026-06-17T18:20:43.881554,18,2,3,0.346,6.346,0.4728,1.0,0,2,0.0,496.67,10,162307.44,-15177.98,177485.42,0,18.142450080705384,82.67028646569167,1,Agent,ATM_33324,18.208361,83.928942,0,3.529
72b86d46-e289-4eb8-bf1e-7d302998372b,0,2026-03-28T21:00:00,21,5,1,0.0,0.05,20.0,0.0,0,1,1.0,302.0,302,82011.09,0.0,82011.09,1,23.87470798212004,87.35731205892858,0,ATM,ATM_53636,11.946275,78.227612,1,0.25
72b86d46-e289-4eb8-bf1e-7d302998372b,1,2026-03-28T21:01:10.878437,21,5,2,0.02,0.05,40.0,0.0,0,2,0.5,777.0,302,82011.09,0.0,82011.09,1,23.87470798212004,87.35731205892858,0,ATM,ATM_53636,11.946275,78.227612,1,0.23
72b86d46-e289-4eb8-bf1e-7d302998372b,2,2026-03-28T21:01:52.666997,21,5,3,0.012,0.05,60.0,0.6630545285501154,0,3,0.333,651.0,302,80610.38,-1400.71,82011.09,1,23.87470798212004,87.35731205892858,0,ATM,ATM_53636,11.946275,78.227612,1,0.219
72b86d46-e289-4eb8-bf1e-7d302998372b,3,2026-03-28T21:04:48.356513,21,5,4,0.049,0.08,49.9382,0.3071347784738819,0,3,0.5,840.5,302,71468.98,-10542.11,82011.09,1,23.87470798212004,87.35731205892858,0,ATM,ATM_53636,11.946275,78.227612,1,0.17
72b86d46-e289-4eb8-bf1e-7d302998372b,4,2026-03-28T21:05:15.419726,21,5,5,0.008,0.088,57.0668,0.8269608547785858,0,4,0.6,957.6,302,63094.69,-18916.4,82011.09,1,23.87470798212004,87.35731205892858,0,ATM,ATM_53636,11.946275,78.227612,1,0.162
72b86d46-e289-4eb8-bf1e-7d302998372b,5,2026-03-28T21:07:41.361702,21,5,6,0.041,0.128,46.8179,0.8528281740009799,0,5,0.667,953.83,302,62313.6,-19697.49,82011.09,1,23.87470798212004,87.35731205892858,0,ATM,ATM_53636,11.946275,78.227612,1,0.122
72b86d46-e289-4eb8-bf1e-7d302998372b,6,2026-03-28T21:11:25.803846,21,5,7,0.062,0.191,36.7452,0.8370999130985457,0,5,0.571,818.43,6,62200.43,-19810.66,82011.09,1,23.87470798212004,87.35731205892858,1,ATM,ATM_53636,11.946275,78.227612,1,0.059
40b76870-abe5-43b6-b401-172e7c17e186,0,2026-03-23T23:00:00,23,0,1,0.0,0.05,20.0,0.2403989823184366,0,1,1.0,490.0,490,250083.38,0.0,250083.38,1,24.6113833944283,80.76595120977325,0,Branch,SBIN0007681,22.254042,71.188661,0,5.918
40b76870-abe5-43b6-b401-172e7c17e186,1,2026-03-23T23:24:57.298763,23,0,2,0.416,0.416,4.8087,0.46926041553360975,0,2,1.0,538.0,490,250083.38,0.0,250083.38,1,24.6113833944283,80.76595120977325,0,Branch,SBIN0007681,22.254042,71.188661,0,5.502
40b76870-abe5-43b6-b401-172e7c17e186,2,2026-03-23T23:40:02.413539,23,0,3,0.251,0.667,4.4955,0.5039762874355379,0,3,1.0,461.67,309,232833.34,-17250.04,250083.38,1,24.6113833944283,80.76595120977325,0,Branch,SBIN0007681,22.254042,71.188661,0,5.251
40b76870-abe5-43b6-b401-172e7c17e186,3,2026-03-24T01:22:26.911599,1,1,4,1.707,2.374,1.6848,0.7732399011327242,1,4,1.0,515.75,309,27133.2,-222950.18,250083.38,1,24.6113833944283,80.76595120977325,0,Branch,SBIN0007681,22.254042,71.188661,0,3.544
40b76870-abe5-43b6-b401-172e7c17e186,4,2026-03-24T01:22:26.911599,1,1,4,0.0,2.374,1.6848,0.7732399011327242,2,4,1.0,515.75,309,45935.17,-204148.21,250083.38,1,24.6113833944283,80.76595120977325,0,Branch,SBIN0007681,22.254042,71.188661,0,3.544
40b76870-abe5-43b6-b401-172e7c17e186,5,2026-03-24T01:22:26.911599,1,1,4,0.0,2.374,1.6848,0.7732399011327242,3,4,1.0,515.75,309,127083.16,-123000.22,250083.38,1,24.6113833944283,80.76595120977325,0,Branch,SBIN0007681,22.254042,71.188661,0,3.544
40b76870-abe5-43b6-b401-172e7c17e186,6,2026-03-24T03:51:12.287581,3,1,5,2.479,4.853,1.0302,1.0,3,5,0.8,414.6,10,181821.96,-68261.42,250083.38,1,24.6113833944283,80.76595120977325,1,Branch,SBIN0007681,22.254042,71.188661,0,1.065
e1828265-20b1-4db1-b702-355c7ebda2a0,0,2026-07-19T13:00:00,13,6,1,0.0,0.05,20.0,0.0976064213389496,0,1,1.0,797.0,797,113523.62,0.0,113523.62,1,8.117921671679861,77.62814084274919,0,Agent,ATM_17887,18.087813,79.005162,0,0.736
e1828265-20b1-4db1-b702-355c7ebda2a0,1,2026-07-19T13:02:43.021351,13,6,2,0.045,0.05,40.0,0.3810086431034665,0,2,0.5,568.0,339,113523.62,0.0,113523.62,1,8.117921671679861,77.62814084274919,0,Agent,ATM_17887,18.087813,79.005162,0,0.691
e1828265-20b1-4db1-b702-355c7ebda2a0,2,2026-07-19T13:03:50.035698,13,6,3,0.019,0.064,46.9492,0.7497604544377843,1,3,0.667,783.0,339,7650.83,-105872.79,113523.62,1,8.117921671679861,77.62814084274919,0,Agent,ATM_17887,18.087813,79.005162,0,0.672
e1828265-20b1-4db1-b702-355c7ebda2a0,3,2026-07-19T13:03:50.035698,13,6,3,0.0,0.064,46.9492,0.7497604544377843,2,3,0.667,783.0,339,50272.75,-63250.87,113523.62,1,8.117921671679861,77.62814084274919,0,Agent,ATM_17887,18.087813,79.005162,0,0.672
e1828265-20b1-4db1-b702-355c7ebda2a0,4,2026-07-19T13:03:50.035698,13,6,3,0.0,0.064,46.9492,0.7497604544377843,3,3,0.667,783.0,339,47666.84,-65856.78,113523.62,1,8.117921671679861,77.62814084274919,0,Agent,ATM_17887,18.087813,79.005162,0,0.672
e1828265-20b1-4db1-b702-355c7ebda2a0,5,2026-07-19T13:06:18.590615,13,6,4,0.041,0.105,38.0358,0.7797945478885472,3,3,0.75,680.5,339,91901.14,-21622.48,113523.62,1,8.117921671679861,77.62814084274919,0,Agent,ATM_17887,18.087813,79.005162,0,0.631
e1828265-20b1-4db1-b702-355c7ebda2a0,6,2026-07-19T13:28:59.210090,13,6,5,0.378,0.483,10.3495,0.900177345442812,3,4,0.6,547.0,13,84384.08,-29139.54,113523.62,1,8.117921671679861,77.62814084274919,1,Agent,ATM_17887,18.087813,79.005162,0,0.253
59a3ae09-81c5-4ae6-a0f7-8aaed6c86c83,0,2026-10-04T01:00:00,1,6,1,0.0,0.05,20.0,1.0,0,1,0.0,1.0,1,157813.65,0.0,157813.65,1,9.63812465523285,72.31013259280017,1,ATM,ATM_48861,11.173289,75.764882,0,0.25
811332b3-e813-4cf4-a835-f4628330631c,0,2026-08-31T21:00:00,21,0,1,0.0,0.05,20.0,0.31369531947344176,0,1,0.0,235.0,235,9973.87,0.0,9973.87,0,20.426713131723158,75.81671907022249,0,UPI,ATM_39707,23.479405,79.808344,1,0.25
811332b3-e813-4cf4-a835-f4628330631c,1,2026-08-31T21:01:04.088144,21,0,2,0.018,0.05,40.0,1.0,0,2,0.5,228.5,222,9973.87,0.0,9973.87,0,20.426713131723158,75.81671907022249,0,UPI,ATM_39707,23.479405,79.808344,1,0.232
811332b3-e813-4cf4-a835-f4628330631c,2,2026-08-31T21:07:46.758419,21,0,3,0.112,0.13,23.1383,1.0,1,3,0.333,154.67,7,8393.3,-1580.57,9973.87,0,20.426713131723158,75.81671907022249,0,UPI,ATM_39707,23.479405,79.808344,1,0.12
811332b3-e813-4cf4-a835-f4628330631c,3,2026-08-31T21:07:46.758419,21,0,3,0.0,0.13,23.1383,1.0,2,3,0.333,154.67,7,1442.97,-8530.9,9973.87,0,20.426713131723158,75.81671907022249,1,UPI,ATM_39707,23.479405,79.808344,1,0.12
