case_id,snapshot_index,candidate_atm_id,candidate_lat,candidate_lon,candidate_bank,dist_victim_km,dist_terminal_km,same_bank_as_terminal,n_hops_observed,terminal_readiness,stolen_amount,urban,is_final_snapshot,label_is_true
b59cf7be-ba3a-42df-9a03-0d448d4be42e,0,ATM_7296,24.219996,77.40365,STATE BANK OF INDIA,1751.208,1388.896,0,1,0.45967035857392463,56785.87,1,0,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,0,ATM_1639,17.415315,81.5504,STATE BANK OF INDIA,1137.277,636.89,0,1,0.45967035857392463,56785.87,1,0,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,0,ATM_48598,28.852214,79.561454,STATE BANK OF INDIA,2287.06,1880.747,0,1,0.45967035857392463,56785.87,1,0,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,0,ATM_18024,20.966532,85.101503,STATE BANK OF INDIA,1671.159,1151.003,0,1,0.45967035857392463,56785.87,1,0,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,0,ATM_5697,26.56828,75.289379,STATE BANK OF INDIA,2012.491,1693.973,0,1,0.45967035857392463,56785.87,1,0,1
b59cf7be-ba3a-42df-9a03-0d448d4be42e,1,ATM_24331,8.817457,76.758344,STATE BANK OF INDIA,52.84,1053.258,0,2,0.7280614449988994,56785.87,1,0,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,1,ATM_39220,8.819359,76.758256,STATE BANK OF INDIA,52.974,1053.089,0,2,0.7280614449988994,56785.87,1,0,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,1,ATM_28388,8.818208,76.75955,STATE BANK OF INDIA,52.994,1053.114,0,2,0.7280614449988994,56785.87,1,0,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,1,ATM_36837,8.817612,76.760212,STATE BANK OF INDIA,53.004,1053.128,0,2,0.7280614449988994,56785.87,1,0,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,1,ATM_51024,8.820474,76.758595,STATE BANK OF INDIA,53.085,1052.966,0,2,0.7280614449988994,56785.87,1,0,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,1,ATM_51029,8.821553,76.758393,STATE BANK OF INDIA,53.149,1052.879,0,2,0.7280614449988994,56785.87,1,0,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,1,ATM_51002,8.81658,76.76357,STATE BANK OF INDIA,53.204,1053.015,0,2,0.7280614449988994,56785.87,1,0,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,1,ATM_27664,8.816815,76.763441,STATE BANK OF INDIA,53.211,1053.001,0,2,0.7280614449988994,56785.87,1,0,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,1,ATM_19591,8.821777,76.759166,STATE BANK OF INDIA,53.228,1052.811,0,2,0.7280614449988994,56785.87,1,0,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,1,ATM_50236,8.821313,76.759665,STATE BANK OF INDIA,53.234,1052.822,0,2,0.7280614449988994,56785.87,1,0,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,1,ATM_47393,8.820857,76.762081,STATE BANK OF INDIA,53.398,1052.714,0,2,0.7280614449988994,56785.87,1,0,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,1,ATM_48910,8.823458,76.761056,STATE BANK OF INDIA,53.508,1052.539,0,2,0.7280614449988994,56785.87,1,0,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,1,ATM_22837,8.819142,76.765426,STATE BANK OF INDIA,53.546,1052.664,0,2,0.7280614449988994,56785.87,1,0,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,1,ATM_22861,8.822408,76.762565,STATE BANK OF INDIA,53.553,1052.542,0,2,0.7280614449988994,56785.87,1,0,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,1,ATM_36856,8.81705,76.768385,STATE BANK OF INDIA,53.637,1052.673,0,2,0.7280614449988994,56785.87,1,0,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,1,ATM_16049,18.087018,78.99578,STATE BANK OF INDIA,1102.282,390.505,0,2,0.7280614449988994,56785.87,1,0,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,1,ATM_14628,23.201766,88.459034,STATE BANK OF INDIA,2079.493,976.017,0,2,0.7280614449988994,56785.87,1,0,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,1,ATM_9144,26.087387,86.752777,STATE BANK OF INDIA,2240.49,1151.753,0,2,0.7280614449988994,56785.87,1,0,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,1,ATM_48265,19.759504,75.698015,STATE BANK OF INDIA,1254.256,783.616,0,2,0.7280614449988994,56785.87,1,0,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,1,ATM_6717,24.201343,91.683218,STATE BANK OF INDIA,2384.285,1291.207,0,2,0.7280614449988994,56785.87,1,0,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,1,ATM_5697,26.56828,75.289379,STATE BANK OF INDIA,2012.491,1326.303,0,2,0.7280614449988994,56785.87,1,0,1
b59cf7be-ba3a-42df-9a03-0d448d4be42e,2,ATM_24331,8.817457,76.758344,STATE BANK OF INDIA,52.84,1593.839,0,3,0.9624420491252038,56785.87,1,1,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,2,ATM_39220,8.819359,76.758256,STATE BANK OF INDIA,52.974,1593.63,0,3,0.9624420491252038,56785.87,1,1,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,2,ATM_28388,8.818208,76.75955,STATE BANK OF INDIA,52.994,1593.786,0,3,0.9624420491252038,56785.87,1,1,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,2,ATM_36837,8.817612,76.760212,STATE BANK OF INDIA,53.004,1593.866,0,3,0.9624420491252038,56785.87,1,1,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,2,ATM_51024,8.820474,76.758595,STATE BANK OF INDIA,53.085,1593.517,0,3,0.9624420491252038,56785.87,1,1,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,2,ATM_51029,8.821553,76.758393,STATE BANK OF INDIA,53.149,1593.395,0,3,0.9624420491252038,56785.87,1,1,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,2,ATM_51002,8.81658,76.76357,STATE BANK OF INDIA,53.204,1594.058,0,3,0.9624420491252038,56785.87,1,1,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,2,ATM_27664,8.816815,76.763441,STATE BANK OF INDIA,53.211,1594.03,0,3,0.9624420491252038,56785.87,1,1,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,2,ATM_19591,8.821777,76.759166,STATE BANK OF INDIA,53.228,1593.389,0,3,0.9624420491252038,56785.87,1,1,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,2,ATM_50236,8.821313,76.759665,STATE BANK OF INDIA,53.234,1593.451,0,3,0.9624420491252038,56785.87,1,1,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,2,ATM_47393,8.820857,76.762081,STATE BANK OF INDIA,53.398,1593.558,0,3,0.9624420491252038,56785.87,1,1,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,2,ATM_48910,8.823458,76.761056,STATE BANK OF INDIA,53.508,1593.252,0,3,0.9624420491252038,56785.87,1,1,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,2,ATM_22837,8.819142,76.765426,STATE BANK OF INDIA,53.546,1593.824,0,3,0.9624420491252038,56785.87,1,1,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,2,ATM_22861,8.822408,76.762565,STATE BANK OF INDIA,53.553,1593.402,0,3,0.9624420491252038,56785.87,1,1,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,2,ATM_36856,8.81705,76.768385,STATE BANK OF INDIA,53.637,1594.122,0,3,0.9624420491252038,56785.87,1,1,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,2,ATM_44348,13.473431,80.265374,STATE BANK OF INDIA,695.458,1262.365,0,3,0.9624420491252038,56785.87,1,1,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,2,ATM_48540,15.927485,79.750993,STATE BANK OF INDIA,902.466,1010.635,0,3,0.9624420491252038,56785.87,1,1,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,2,ATM_35741,25.080766,85.322887,STATE BANK OF INDIA,2071.984,1234.691,0,3,0.9624420491252038,56785.87,1,1,0
b59cf7be-ba3a-42df-9a03-0d448d4be42e,2,ATM_5697,26.56828,75.289379,STATE BANK OF INDIA,2012.491,460.047,0,3,0.9624420491252038,56785.87,1,1,1
b59cf7be-ba3a-42df-9a03-0d448d4be42e,2,ATM_38698,15.894764,79.763285,STATE BANK OF INDIA,899.689,1014.268,0,3,0.9624420491252038,56785.87,1,1,0
3d65a068-3f91-4145-9cba-723c37eaddfa,0,ATM_50740,27.212232,76.92391,STATE BANK OF INDIA,46.282,1589.306,0,1,0.415708122299118,59177.94,1,1,0
3d65a068-3f91-4145-9cba-723c37eaddfa,0,ATM_12378,27.222751,76.922626,STATE BANK OF INDIA,46.61,1590.479,0,1,0.415708122299118,59177.94,1,1,0
3d65a068-3f91-4145-9cba-723c37eaddfa,0,ATM_12280,27.213676,76.920517,STATE BANK OF INDIA,46.639,1589.527,0,1,0.415708122299118,59177.94,1,1,0
3d65a068-3f91-4145-9cba-723c37eaddfa,0,ATM_12475,27.224953,76.920957,STATE BANK OF INDIA,46.818,1590.75,0,1,0.415708122299118,59177.94,1,1,0
3d65a068-3f91-4145-9cba-723c37eaddfa,0,ATM_24967,27.20808,76.91702,STATE BANK OF INDIA,46.883,1588.98,0,1,0.415708122299118,59177.94,1,1,0
3d65a068-3f91-4145-9cba-723c37eaddfa,0,ATM_24200,27.214572,76.917652,STATE BANK OF INDIA,46.935,1589.678,0,1,0.415708122299118,59177.94,1,1,0
3d65a068-3f91-4145-9cba-723c37eaddfa,0,ATM_12201,27.216244,76.915537,STATE BANK OF INDIA,47.172,1589.899,0,1,0.415708122299118,59177.94,1,1,0
3d65a068-3f91-4145-9cba-723c37eaddfa,0,ATM_24771,27.20477,76.912383,STATE BANK OF INDIA,47.284,1588.705,0,1,0.415708122299118,59177.94,1,1,0
3d65a068-3f91-4145-9cba-723c37eaddfa,0,ATM_21907,27.256951,76.923493,STATE BANK OF INDIA,47.38,1594.199,0,1,0.415708122299118,59177.94,1,1,0
3d65a068-3f91-4145-9cba-723c37eaddfa,0,ATM_12391,27.204218,76.911163,STATE BANK OF INDIA,47.395,1588.667,0,1,0.415708122299118,59177.94,1,1,0
3d65a068-3f91-4145-9cba-723c37eaddfa,0,ATM_12161,27.222267,76.914443,STATE BANK OF INDIA,47.396,1590.578,0,1,0.415708122299118,59177.94,1,1,0
3d65a068-3f91-4145-9cba-723c37eaddfa,0,ATM_12165,27.210261,76.910797,STATE BANK OF INDIA,47.528,1589.334,0,1,0.415708122299118,59177.94,1,1,0
3d65a068-3f91-4145-9cba-723c37eaddfa,0,ATM_12469,27.249498,76.918739,STATE BANK OF INDIA,47.625,1593.472,0,1,0.415708122299118,59177.94,1,1,0
3d65a068-3f91-4145-9cba-723c37eaddfa,0,ATM_12357,27.240557,76.91515,STATE BANK OF INDIA,47.738,1592.562,0,1,0.415708122299118,59177.94,1,1,0
3d65a068-3f91-4145-9cba-723c37eaddfa,0,ATM_12479,27.2367,76.913958,STATE BANK OF INDIA,47.759,1592.163,0,1,0.415708122299118,59177.94,1,1,0
3d65a068-3f91-4145-9cba-723c37eaddfa,0,ATM_27651,20.943492,85.089275,STATE BANK OF INDIA,1042.246,1042.078,0,1,0.415708122299118,59177.94,1,1,0
3d65a068-3f91-4145-9cba-723c37eaddfa,0,ATM_2082,23.010969,87.864898,STATE BANK OF INDIA,1150.55,1398.389,0,1,0.415708122299118,59177.94,1,1,0
3d65a068-3f91-4145-9cba-723c37eaddfa,0,ATM_1952,19.727871,75.706842,STATE BANK OF INDIA,842.222,843.473,0,1,0.415708122299118,59177.94,1,1,0
3d65a068-3f91-4145-9cba-723c37eaddfa,0,ATM_6140,15.300454,75.708726,STATE BANK OF INDIA,1328.332,487.018,0,1,0.415708122299118,59177.94,1,1,0
3d65a068-3f91-4145-9cba-723c37eaddfa,0,ATM_14328,11.939862,79.811872,STATE BANK OF INDIA,1709.51,135.512,0,1,0.415708122299118,59177.94,1,1,0
3d65a068-3f91-4145-9cba-723c37eaddfa,0,ATM_52895,11.121098,78.648509,INDIAN BANK,1786.584,249.952,0,1,0.415708122299118,59177.94,1,1,1
66841cc8-ff8b-4461-b6b8-7488400a91ae,0,SBIN0000313,22.280468,72.420542,STATE BANK OF INDIA,38.446,831.815,0,1,0.32883034751390083,21893.42,1,0,0
66841cc8-ff8b-4461-b6b8-7488400a91ae,0,ATM_20328,22.27497,72.426965,STATE BANK OF INDIA,37.559,830.928,0,1,0.32883034751390083,21893.42,1,0,0
66841cc8-ff8b-4461-b6b8-7488400a91ae,0,SBIN0001412,22.282564,72.422569,STATE BANK OF INDIA,38.399,831.766,0,1,0.32883034751390083,21893.42,1,0,0
66841cc8-ff8b-4461-b6b8-7488400a91ae,0,SBIN0000344,22.27465,72.418625,STATE BANK OF INDIA,38.263,831.629,0,1,0.32883034751390083,21893.42,1,0,0
66841cc8-ff8b-4461-b6b8-7488400a91ae,0,SBIN0010866,22.299389,72.432068,STATE BANK OF INDIA,38.676,831.966,0,1,0.32883034751390083,21893.42,1,0,0
66841cc8-ff8b-4461-b6b8-7488400a91ae,0,SBIN0000451,22.291064,72.424808,STATE BANK OF INDIA,38.741,832.087,0,1,0.32883034751390083,21893.42,1,0,0
66841cc8-ff8b-4461-b6b8-7488400a91ae,0,ATM_15247,10.290055,76.604264,STATE BANK OF INDIA,1375.545,905.181,0,1,0.32883034751390083,21893.42,1,0,0
66841cc8-ff8b-4461-b6b8-7488400a91ae,0,ATM_33118,27.025549,82.68569,STATE BANK OF INDIA,1145.735,1062.59,0,1,0.32883034751390083,21893.42,1,0,0
66841cc8-ff8b-4461-b6b8-7488400a91ae,0,SBIN0013356,22.819931,73.429379,STATE BANK OF INDIA,108.074,785.063,0,1,0.32883034751390083,21893.42,1,0,0
66841cc8-ff8b-4461-b6b8-7488400a91ae,0,ATM_1739,13.468781,80.265859,STATE BANK OF INDIA,1246.506,530.384,0,1,0.32883034751390083,21893.42,1,0,0
66841cc8-ff8b-4461-b6b8-7488400a91ae,0,ATM_36781,16.584423,82.321204,STATE BANK OF INDIA,1177.141,387.898,0,1,0.32883034751390083,21893.42,1,0,0
66841cc8-ff8b-4461-b6b8-7488400a91ae,0,ATM_29714,23.06882,82.139799,STATE BANK OF INDIA,971.706,641.997,0,1,0.32883034751390083,21893.42,1,0,1
66841cc8-ff8b-4461-b6b8-7488400a91ae,1,SBIN0000313,22.280468,72.420542,STATE BANK OF INDIA,38.446,234.195,0,2,1.0,21893.42,1,1,0
66841cc8-ff8b-4461-b6b8-7488400a91ae,1,ATM_20328,22.27497,72.426965,STATE BANK OF INDIA,37.559,233.464,0,2,1.0,21893.42,1,1,0
66841cc8-ff8b-4461-b6b8-7488400a91ae,1,SBIN0001412,22.282564,72.422569,STATE BANK OF INDIA,38.399,234.382,0,2,1.0,21893.42,1,1,0
66841cc8-ff8b-4461-b6b8-7488400a91ae,1,SBIN0000344,22.27465,72.418625,STATE BANK OF INDIA,38.263,233.602,0,2,1.0,21893.42,1,1,0
66841cc8-ff8b-4461-b6b8-7488400a91ae,1,SBIN0010866,22.299389,72.432068,STATE BANK OF INDIA,38.676,236.022,0,2,1.0,21893.42,1,1,0
66841cc8-ff8b-4461-b6b8-7488400a91ae,1,SBIN0000451,22.291064,72.424808,STATE BANK OF INDIA,38.741,235.262,0,2,1.0,21893.42,1,1,0
66841cc8-ff8b-4461-b6b8-7488400a91ae,1,ATM_13031,27.024211,80.30001,STATE BANK OF INDIA,941.154,1069.659,0,2,1.0,21893.42,1,1,0
66841cc8-ff8b-4461-b6b8-7488400a91ae,1,ATM_46925,25.102819,85.318062,STATE BANK OF INDIA,1324.733,1386.819,0,2,1.0,21893.42,1,1,0
66841cc8-ff8b-4461-b6b8-7488400a91ae,1,SBIN0064571,22.246663,71.167329,STATE BANK OF INDIA,162.165,286.712,0,2,1.0,21893.42,1,1,0
66841cc8-ff8b-4461-b6b8-7488400a91ae,1,ATM_45962,31.359538,76.885028,STATE BANK OF INDIA,1109.696,1302.119,0,2,1.0,21893.42,1,1,0
66841cc8-ff8b-4461-b6b8-7488400a91ae,1,ATM_35713,15.897302,79.75596,STATE BANK OF INDIA,1009.353,871.617,0,2,1.0,21893.42,1,1,0
66841cc8-ff8b-4461-b6b8-7488400a91ae,1,ATM_29714,23.06882,82.139799,STATE BANK OF INDIA,971.706,1008.571,0,2,1.0,21893.42,1,1,1
57785198-9c48-418c-b59d-a82b0b2dfd6c,0,ATM_14253,11.088929,78.041115,STATE BANK OF INDIA,20.187,1681.072,0,1,1.0,10074.14,0,1,0
57785198-9c48-418c-b59d-a82b0b2dfd6c,0,ATM_14286,11.085493,78.054393,STATE BANK OF INDIA,20.383,1680.506,0,1,1.0,10074.14,0,1,0
57785198-9c48-418c-b59d-a82b0b2dfd6c,0,ATM_46153,11.084512,78.059564,STATE BANK OF INDIA,20.449,1680.254,0,1,1.0,10074.14,0,1,0
57785198-9c48-418c-b59d-a82b0b2dfd6c,0,ATM_43680,11.085124,78.029841,STATE BANK OF INDIA,20.837,1682.15,0,1,1.0,10074.14,0,1,0
57785198-9c48-418c-b59d-a82b0b2dfd6c,0,ATM_46154,11.089857,78.009686,STATE BANK OF INDIA,20.923,1683.055,0,1,1.0,10074.14,0,1,0
57785198-9c48-418c-b59d-a82b0b2dfd6c,0,ATM_14282,11.079978,78.060046,STATE BANK OF INDIA,20.949,1680.626,0,1,1.0,10074.14,0,1,0
57785198-9c48-418c-b59d-a82b0b2dfd6c,0,ATM_32505,11.084167,78.026709,STATE BANK OF INDIA,21.017,1682.441,0,1,1.0,10074.14,0,1,0
57785198-9c48-418c-b59d-a82b0b2dfd6c,0,ATM_47003,11.085257,78.019307,STATE BANK OF INDIA,21.102,1682.83,0,1,1.0,10074.14,0,1,0
57785198-9c48-418c-b59d-a82b0b2dfd6c,0,ATM_13215,11.084932,78.016737,STATE BANK OF INDIA,21.213,1683.028,0,1,1.0,10074.14,0,1,0
57785198-9c48-418c-b59d-a82b0b2dfd6c,0,ATM_32597,11.085016,78.016083,STATE BANK OF INDIA,21.225,1683.064,0,1,1.0,10074.14,0,1,0
57785198-9c48-418c-b59d-a82b0b2dfd6c,0,ATM_50770,11.0839,78.020055,STATE BANK OF INDIA,21.226,1682.902,0,1,1.0,10074.14,0,1,0
57785198-9c48-418c-b59d-a82b0b2dfd6c,0,ATM_25570,11.077359,78.061271,STATE BANK OF INDIA,21.232,1680.779,0,1,1.0,10074.14,0,1,0
57785198-9c48-418c-b59d-a82b0b2dfd6c,0,ATM_14283,11.07714,78.034337,STATE BANK OF INDIA,21.608,1682.564,0,1,1.0,10074.14,0,1,0
57785198-9c48-418c-b59d-a82b0b2dfd6c,0,ATM_14288,11.080538,78.011396,STATE BANK OF INDIA,21.85,1683.769,0,1,1.0,10074.14,0,1,0
57785198-9c48-418c-b59d-a82b0b2dfd6c,0,ATM_3782,11.074495,78.033887,STATE BANK OF INDIA,21.906,1682.829,0,1,1.0,10074.14,0,1,0
57785198-9c48-418c-b59d-a82b0b2dfd6c,0,ATM_27493,26.379115,85.546194,STATE BANK OF INDIA,1853.996,445.583,0,1,1.0,10074.14,0,1,0
57785198-9c48-418c-b59d-a82b0b2dfd6c,0,ATM_14446,22.973616,87.85604,STATE BANK OF INDIA,1664.415,1.282,0,1,1.0,10074.14,0,1,0
57785198-9c48-418c-b59d-a82b0b2dfd6c,0,ATM_29439,27.282352,77.89525,STATE BANK OF INDIA,1780.804,1110.943,0,1,1.0,10074.14,0,1,0
57785198-9c48-418c-b59d-a82b0b2dfd6c,0,ATM_38618,19.773108,75.69149,STATE BANK OF INDIA,979.412,1307.666,0,1,1.0,10074.14,0,1,0
57785198-9c48-418c-b59d-a82b0b2dfd6c,0,ATM_18231,24.101516,88.71604,STATE BANK OF INDIA,1816.811,154.263,0,1,1.0,10074.14,0,1,0
57785198-9c48-418c-b59d-a82b0b2dfd6c,0,ATM_52759,11.938412,78.241353,INDIAN BANK,76.808,1592.981,0,1,1.0,10074.14,0,1,1
2133abc9-aac7-42c6-8add-b0886cc6df13,0,ATM_38554,18.194281,83.981458,STATE BANK OF INDIA,230.912,1362.299,0,1,0.5658035929682551,21150.63,1,0,1
2133abc9-aac7-42c6-8add-b0886cc6df13,0,ATM_20053,18.198525,83.981317,STATE BANK OF INDIA,230.972,1361.875,0,1,0.5658035929682551,21150.63,1,0,0
2133abc9-aac7-42c6-8add-b0886cc6df13,0,ATM_852,18.201057,83.98112,STATE BANK OF INDIA,231.02,1361.617,0,1,0.5658035929682551,21150.63,1,0,0
2133abc9-aac7-42c6-8add-b0886cc6df13,0,ATM_40643,18.192852,83.978611,STATE BANK OF INDIA,231.196,1362.3,0,1,0.5658035929682551,21150.63,1,0,0
2133abc9-aac7-42c6-8add-b0886cc6df13,0,ATM_16574,18.229911,83.981618,STATE BANK OF INDIA,231.305,1358.805,0,1,0.5658035929682551,21150.63,1,0,0
2133abc9-aac7-42c6-8add-b0886cc6df13,0,ATM_20045,18.229384,83.981423,STATE BANK OF INDIA,231.319,1358.847,0,1,0.5658035929682551,21150.63,1,0,0
2133abc9-aac7-42c6-8add-b0886cc6df13,0,ATM_1383,18.197301,83.977372,STATE BANK OF INDIA,231.374,1361.801,0,1,0.5658035929682551,21150.63,1,0,0
2133abc9-aac7-42c6-8add-b0886cc6df13,0,ATM_44363,18.216718,83.979282,STATE BANK OF INDIA,231.391,1359.986,0,1,0.5658035929682551,21150.63,1,0,0
2133abc9-aac7-42c6-8add-b0886cc6df13,0,ATM_36896,18.193613,83.976822,STATE BANK OF INDIA,231.392,1362.136,0,1,0.5658035929682551,21150.63,1,0,0
2133abc9-aac7-42c6-8add-b0886cc6df13,0,ATM_15871,18.216505,83.9791,STATE BANK OF INDIA,231.408,1359.998,0,1,0.5658035929682551,21150.63,1,0,0
2133abc9-aac7-42c6-8add-b0886cc6df13,0,ATM_36898,18.230506,83.979724,STATE BANK OF INDIA,231.512,1358.653,0,1,0.5658035929682551,21150.63,1,0,0
2133abc9-aac7-42c6-8add-b0886cc6df13,0,ATM_33344,18.244768,83.980997,STATE BANK OF INDIA,231.562,1357.315,0,1,0.5658035929682551,21150.63,1,0,0
2133abc9-aac7-42c6-8add-b0886cc6df13,0,ATM_27718,18.198165,83.975281,STATE BANK OF INDIA,231.603,1361.613,0,1,0.5658035929682551,21150.63,1,0,0
2133abc9-aac7-42c6-8add-b0886cc6df13,0,ATM_27715,18.209292,83.976097,STATE BANK OF INDIA,231.64,1360.559,0,1,0.5658035929682551,21150.63,1,0,0
2133abc9-aac7-42c6-8add-b0886cc6df13,0,ATM_41965,18.241634,83.979796,STATE BANK OF INDIA,231.646,1357.563,0,1,0.5658035929682551,21150.63,1,0,0
2133abc9-aac7-42c6-8add-b0886cc6df13,0,ATM_53046,22.791233,73.430522,INDIAN BANK,1429.079,791.49,0,1,0.5658035929682551,21150.63,1,0,0
2133abc9-aac7-42c6-8add-b0886cc6df13,0,ATM_425,24.041529,74.120913,STATE BANK OF INDIA,1418.131,635.938,0,1,0.5658035929682551,21150.63,1,0,0
2133abc9-aac7-42c6-8add-b0886cc6df13,0,ATM_49729,31.14994,75.322027,STATE BANK OF INDIA,1825.918,324.661,0,1,0.5658035929682551,21150.63,1,0,0
2133abc9-aac7-42c6-8add-b0886cc6df13,0,ATM_52810,11.963905,79.818835,INDIAN BANK,954.403,1899.486,0,1,0.5658035929682551,21150.63,1,0,0
2133abc9-aac7-42c6-8add-b0886cc6df13,0,ATM_10463,15.300397,75.736406,STATE BANK OF INDIA,1149.142,1523.531,0,1,0.5658035929682551,21150.63,1,0,0
2133abc9-aac7-42c6-8add-b0886cc6df13,1,ATM_38554,18.194281,83.981458,STATE BANK OF INDIA,230.912,1008.57,0,2,0.9023325080023182,21150.63,1,1,1
2133abc9-aac7-42c6-8add-b0886cc6df13,1,ATM_20053,18.198525,83.981317,STATE BANK OF INDIA,230.972,1008.115,0,2,0.9023325080023182,21150.63,1,1,0
2133abc9-aac7-42c6-8add-b0886cc6df13,1,ATM_852,18.201057,83.98112,STATE BANK OF INDIA,231.02,1007.84,0,2,0.9023325080023182,21150.63,1,1,0
